 campaign_id,campaign_company,campaign_name,campaign_type,marketing_channel,ad_format,date,impressions,clicks,conversions,  ad_spend  ,device_type,country,audience_segment, cost_per_click , cost_per_mille ,ctr,conversion_rate,cpc_effectiveness_score,roi_score,click_to_conversion_ratio,quality_score,engagement_to_spend_ratio,cost_efficiency_index,week_number,month
5674,Realme,New Product Launch,Awareness,Facebook,Video,22-03-2024,45138,6566,68,423.99,Tablet,India,Cold Audience,0.06,9.39,0.145465018,0.010356381,13.40957827,1.035638136,95.15942029,4.86,15.4862143,6.144782609,12,3
5675,Swiggy,Cyber Monday Deals,Engagement,Google,Image,25-07-2024,38804,8606,603,719.07,Tablet,Germany,High Intent,0.08,18.53,0.22178126,0.070067395,10.68895706,7.006739484,14.24834437,8.97,11.96823675,1.190513245,30,7
5676,Zomato,New Product Launch,Awareness,Instagram,Text,03-06-2024,64487,1652,1348,404.29,Tablet,Canada,High Intent,0.24,6.27,0.025617566,0.81598063,3.92576222,81.59806295,1.224610823,3.71,4.086175765,0.299696071,23,6
5677,Uber,Spring Collection Launch,Sales,YouTube,Image,22-07-2024,30639,8997,1236,622.04,Desktop,Australia,New Users,0.07,20.3,0.293645354,0.137379126,12.63605848,13.73791264,7.273241714,9.78,14.46370008,0.502861762,30,7
5678,Ola,Summer Clearance,App Installs,Instagram,Image,31-08-2024,87202,1327,1012,439.11,Mobile,UK,Lookalike Audience,0.33,5.04,0.015217541,0.762622457,2.933374597,76.26224567,1.309970385,6.54,3.022021817,0.433474827,35,8
5679,Blinkit,End of Season Sale,Awareness,LinkedIn,Story,07-05-2024,73285,4568,150,828.91,Tablet,Australia,High Intent,0.18,11.31,0.062331992,0.032837128,5.223018786,3.283712785,30.25165563,4.02,5.5108516,5.489470199,19,5
5680,BigBasket,Lead Generation Boost,Remarketing,Instagram,Story,31-01-2024,95650,408,1947,692.43,Desktop,UK,Cold Audience,1.7,7.24,0.004265551,4.772058824,0.585777663,477.2058824,0.209445585,8.47,0.589229236,0.355456879,5,1
5681,Spotify,Spring Collection Launch,Sales,Google,Video,06-01-2024,64876,2057,1420,889.6,Mobile,Germany,Returning Users,0.43,13.71,0.03170664,0.690325717,2.260017359,69.03257171,1.447572132,6.41,2.31227518,0.626038001,1,1
5682,Meesho App,Cyber Monday Deals,Leads,Instagram,Story,08-10-2024,90182,289,82,230.99,Tablet,Australia,High Intent,0.8,2.56,0.003204631,0.283737024,1.235676415,28.37370242,3.481927711,7.76,1.251136413,2.783012048,41,10
5683,Paytm,Winter Deals,Leads,Instagram,Story,11-06-2024,34312,429,541,487.45,Mobile,Australia,Lookalike Audience,1.14,14.21,0.012502914,1.261072261,0.87241225,126.1072261,0.791512915,1.21,0.880090266,0.899354244,24,6
5684,PhonePe,Summer Clearance,Brand Building,YouTube,Story,18-07-2024,37376,1795,1254,388.95,Desktop,USA,Cold Audience,0.22,10.41,0.048025471,0.698607242,4.411403293,69.86072423,1.430278884,9.16,4.614989073,0.309920319,29,7
5685,Amazon,End of Season Sale,App Installs,LinkedIn,Video,11-04-2024,43407,8116,1792,542.51,Desktop,Canada,New Users,0.07,12.5,0.186974451,0.220798423,13.01329229,22.07984229,4.526491913,9.15,14.9600929,0.30257111,15,4
5686,Walmart,App Install Drive,App Installs,Instagram,Text,28-12-2024,52142,6668,468,521.66,Tablet,Canada,Cold Audience,0.08,10,0.127881554,0.070185963,11.33358262,7.018596281,14.21748401,8.07,12.78227198,1.11228145,52,12
5687,Target,Diwali Mega Offers,Conversions,LinkedIn,Story,15-11-2024,18205,926,1005,785.31,Tablet,UK,Lookalike Audience,0.85,43.14,0.050865147,1.085313175,1.165410222,108.5313175,0.920477137,2.09,1.179152182,0.780626243,46,11
5688,eBay,Summer Clearance,Leads,Facebook,Carousel,03-09-2024,11548,4102,1707,223.75,Mobile,India,Lookalike Audience,0.05,19.38,0.355213024,0.416138469,15.49269177,41.6138469,2.401639344,3.59,18.33296089,0.131001171,36,9
5689,AliExpress,Lead Generation Boost,Engagement,Pinterest,Video,23-01-2024,53284,7711,1070,902.6,Tablet,UK,High Intent,0.12,16.94,0.144715111,0.138762806,7.870696431,13.87628064,7.199813259,8.1,8.543097718,0.842763772,4,1
5690,Alibaba,Summer Clearance,Awareness,Google,Image,10-11-2024,3414,4642,91,956.61,Desktop,UK,Returning Users,0.21,280.2,1.359695372,0.019603619,4.627977229,1.960361913,50.45652174,6.76,4.852552242,10.39793478,45,11
5691,Etsy,Back to School Promo,Sales,Instagram,Carousel,27-02-2024,37784,6122,1249,395.1,Mobile,Canada,New Users,0.06,10.46,0.162026254,0.204018295,13.41602384,20.40182947,4.8976,5.41,15.49481144,0.31608,9,2
5692,Shopee,Black Friday Campaign,Sales,Google,Text,14-10-2024,23475,2327,960,188.47,Mobile,India,New Users,0.08,8.03,0.099126731,0.412548346,10.98989327,41.25483455,2.421436004,8.62,12.34679259,0.196118626,42,10
5693,Rakuten,Diwali Mega Offers,Remarketing,LinkedIn,Story,20-02-2024,9110,3981,1480,243.02,Mobile,UK,New Users,0.06,26.68,0.436992316,0.371765888,14.07559311,37.1765888,2.688048616,9.79,16.38136779,0.16409183,8,2
5694,Flipkart,Diwali Mega Offers,Awareness,LinkedIn,Image,02-01-2024,13264,1280,395,125.84,Desktop,UK,Lookalike Audience,0.1,9.49,0.096501809,0.30859375,9.23254472,30.859375,3.232323232,4.75,10.17164654,0.317777778,1,1
5695,Myntra,Winter Deals,Engagement,YouTube,Story,22-01-2024,39039,4474,1877,731.77,Tablet,Germany,Lookalike Audience,0.16,18.74,0.114603345,0.419535092,5.761677248,41.95350916,2.382321619,2.22,6.113942906,0.389653887,4,1
5696,Ajio,Black Friday Campaign,Leads,Instagram,Video,10-06-2024,47606,1255,1219,390.54,Mobile,India,Cold Audience,0.31,8.2,0.026362223,0.971314741,3.113448609,97.1314741,1.028688525,1.3,3.213499257,0.320114754,24,6
5697,Meesho,Black Friday Campaign,Conversions,Pinterest,Text,09-08-2024,53106,711,1076,584.5,Tablet,UK,New Users,0.82,11.01,0.013388318,1.513361463,1.201805243,151.3361463,0.660167131,5.89,1.216424294,0.542711235,32,8
5698,Nykaa,New Product Launch,Remarketing,Instagram,Image,12-10-2024,49657,8782,621,156.7,Desktop,Germany,Lookalike Audience,0.02,3.16,0.176853213,0.070712822,35.91526256,7.071282168,14.11897106,7.29,56.04339502,0.25192926,41,10
5699,Tata Cliq,Holiday Sale Blast,Engagement,Instagram,Story,29-03-2024,78687,7793,407,109.72,Desktop,Germany,High Intent,0.01,1.39,0.099037961,0.052226357,41.52944311,5.222635699,19.1004902,4.58,71.02624863,0.268921569,13,3
5700,H&M,Festival Discount Drive,Remarketing,LinkedIn,Carousel,02-06-2024,29917,8586,1881,88.23,Mobile,UK,Returning Users,0.01,2.95,0.286994017,0.219077568,49.31931759,21.90775681,4.562167906,6.88,97.31383883,0.046880978,22,6
5701,Zara,Flash Sale Weekend,Brand Building,YouTube,Text,24-10-2024,95887,9516,1865,945.82,Desktop,Australia,High Intent,0.1,9.86,0.099241816,0.195985708,9.141386002,19.59857083,5.099678457,2.46,10.06111099,0.506870311,43,10
5702,Marks & Spencer,Lead Generation Boost,Conversions,Facebook,Image,14-08-2024,88863,8054,123,439.9,Tablet,Australia,High Intent,0.05,4.95,0.090633897,0.015271915,15.475367,1.527191458,64.9516129,6.67,18.30870652,3.547580645,33,8
5703,Uniqlo,Cyber Monday Deals,Conversions,LinkedIn,Text,08-11-2024,74226,2618,1239,203.78,Tablet,UK,Cold Audience,0.08,2.75,0.03527066,0.473262032,11.38458862,47.32620321,2.111290323,2.44,12.84718814,0.16433871,45,11
5704,Gap,Brand Awareness Push,Awareness,Google,Video,03-10-2024,75394,7755,419,582.59,Tablet,Canada,Lookalike Audience,0.08,7.73,0.102859644,0.054029658,11.7475081,5.402965828,18.46428571,2.59,13.31124805,1.387119048,40,10
5705,Adidas,New Product Launch,Brand Building,Pinterest,Story,03-07-2024,62563,2233,1003,807.27,Tablet,UK,New Users,0.36,12.9,0.035692022,0.449171518,2.691658631,44.91715181,2.224103586,3.29,2.766112949,0.804053785,27,7
5706,Nike,End of Season Sale,Leads,Google,Video,20-11-2024,6069,4867,1805,470.18,Desktop,Germany,Cold Audience,0.1,77.47,0.801944307,0.370865009,9.380360412,37.08650092,2.694905869,5.09,10.3513548,0.2603433,47,11
5707,Puma,Black Friday Campaign,Remarketing,Facebook,Story,29-01-2024,15725,228,419,27.58,Mobile,Australia,Cold Audience,0.12,1.75,0.014499205,1.837719298,7.635632954,183.7719298,0.542857143,4.55,8.266860044,0.065666667,5,1
5708,Levis,Black Friday Campaign,App Installs,Facebook,Image,11-09-2024,43796,5905,833,611.54,Mobile,UK,High Intent,0.1,13.96,0.134829665,0.141066892,8.805678582,14.10668925,7.080335731,1.34,9.655950551,0.733261391,37,9
5709,Sephora,Festival Discount Drive,Sales,YouTube,Video,04-12-2024,41781,6187,1331,185.44,Desktop,Australia,High Intent,0.03,4.44,0.148081664,0.215128495,25.01718491,21.51284952,4.644894895,1.13,33.36389129,0.139219219,49,12
5710,Loreal,End of Season Sale,Sales,YouTube,Story,11-10-2024,59179,6301,1426,543.48,Desktop,UK,Cold Audience,0.09,9.18,0.10647358,0.226313284,10.38928919,22.63132836,4.415557113,3.67,11.5938029,0.38085494,41,10
5711,Maybelline,Spring Collection Launch,Conversions,LinkedIn,Story,04-03-2024,60061,4343,1176,118.66,Mobile,Germany,Lookalike Audience,0.03,1.98,0.072309818,0.270780566,26.79375656,27.07805664,3.68988955,8.57,36.60037081,0.100815633,10,3
5712,MAC Cosmetics,Winter Deals,Remarketing,Google,Carousel,22-07-2024,64536,9280,1313,9.38,Mobile,Germany,Lookalike Audience,0,0.15,0.143795711,0.141487069,90.82012135,14.1487069,7.062404871,5.01,989.3390192,0.007138508,30,7
5713,The Body Shop,Flash Sale Weekend,Sales,Pinterest,Video,22-04-2024,63135,1946,1296,492.17,Tablet,USA,New Users,0.25,7.8,0.03082284,0.665981501,3.803529895,66.59815005,1.500385505,4.07,3.953918362,0.379468003,17,4
5714,Apple,Spring Collection Launch,Leads,YouTube,Image,04-09-2024,46717,4480,372,73.43,Desktop,Germany,Lookalike Audience,0.02,1.57,0.095896569,0.083035714,37.89224393,8.303571429,12.01072386,3.49,61.01048618,0.196863271,36,9
5715,Samsung,Holiday Sale Blast,Awareness,Pinterest,Video,16-10-2024,9818,6947,347,623.33,Desktop,USA,Lookalike Audience,0.09,63.49,0.707577918,0.049949619,10.02742494,4.994961854,19.96264368,6.25,11.14497938,1.791178161,42,10
5716,Dell,Lead Generation Boost,Traffic,LinkedIn,Story,19-08-2024,27322,7782,1048,436.61,Mobile,Australia,New Users,0.06,15.98,0.284825415,0.134669751,15.12742258,13.46697507,7.418493804,7.89,17.82368704,0.416215443,34,8
5717,HP,Diwali Mega Offers,Awareness,Pinterest,Video,18-04-2024,934,9689,1571,175.66,Desktop,UK,Cold Audience,0.02,188.07,10.37366167,0.162142636,35.54944047,16.2142636,6.163486005,4.62,55.15769099,0.111743003,16,4
5718,Sony,Cyber Monday Deals,Brand Building,Facebook,Carousel,10-04-2024,46675,9576,1498,814.67,Tablet,Canada,Lookalike Audience,0.09,17.45,0.205163364,0.156432749,10.51810683,15.64327485,6.388258839,5.74,11.75445272,0.54347565,15,4
5719,Lenovo,Black Friday Campaign,Sales,Google,Text,06-06-2024,23097,5107,1745,654.08,Mobile,USA,Cold Audience,0.13,28.32,0.221110967,0.341687879,7.242430689,34.16878794,2.924971363,2.82,7.807913405,0.374616266,23,6
5720,Xiaomi,Holiday Sale Blast,App Installs,LinkedIn,Story,18-03-2024,87731,3320,205,46.09,Desktop,Canada,Cold Audience,0.01,0.53,0.037842952,0.061746988,41.87161054,6.174698795,16.11650485,3.63,72.03297895,0.223737864,12,3
5721,Vivo,Brand Awareness Push,Conversions,Pinterest,Story,07-08-2024,9337,8063,978,860.16,Mobile,India,Cold Audience,0.11,92.12,0.863553604,0.121294803,8.570456744,12.12948034,8.235955056,9.25,9.373837426,0.878610827,32,8
5722,OnePlus,Brand Awareness Push,Sales,Facebook,Image,31-01-2024,40956,7173,1142,660.04,Mobile,India,Cold Audience,0.09,16.12,0.175139174,0.159208142,9.802260273,15.92081416,6.275590551,3.13,10.86752318,0.577462817,5,1
5723,Realme,Diwali Mega Offers,App Installs,YouTube,Carousel,02-06-2024,86039,8588,1034,218.24,Tablet,Germany,New Users,0.03,2.54,0.0998152,0.120400559,28.23885308,12.04005589,8.297584541,4.58,39.35117302,0.210859903,22,6
5724,Swiggy,Black Friday Campaign,Remarketing,YouTube,Carousel,17-12-2024,97236,4622,1834,727.51,Desktop,Australia,Cold Audience,0.16,7.48,0.047533835,0.396797923,5.973660062,39.6797923,2.51880109,3.9,6.353177276,0.396463215,51,12
5725,Zomato,Diwali Mega Offers,Remarketing,Facebook,Image,13-11-2024,21608,9799,1073,455.79,Tablet,Canada,High Intent,0.05,21.09,0.453489448,0.109500969,17.69475243,10.95009695,9.123836127,7.62,21.49893591,0.424385475,46,11
5726,Uber,App Install Drive,Engagement,LinkedIn,Text,22-09-2024,89057,7947,1096,559.75,Tablet,Australia,Cold Audience,0.07,6.29,0.089234984,0.137913678,12.43233941,13.79136781,7.244302644,3.08,14.19740956,0.510255242,38,9
5727,Ola,App Install Drive,Traffic,LinkedIn,Carousel,02-07-2024,76653,959,1177,584.63,Tablet,Australia,Returning Users,0.61,7.63,0.012510926,1.227320125,1.613880381,122.7320125,0.814091681,1.55,1.640353728,0.496290323,27,7
5728,Blinkit,Spring Collection Launch,Sales,YouTube,Story,27-02-2024,62767,2297,321,261.62,Tablet,Australia,Lookalike Audience,0.11,4.17,0.036595663,0.139747497,8.07126041,13.97474967,7.133540373,6.45,8.779909793,0.812484472,9,2
5729,BigBasket,New Product Launch,Sales,Instagram,Text,29-08-2024,1894,5413,296,650.9,Mobile,UK,New Users,0.12,343.66,2.857972545,0.05468317,7.677687474,5.468317015,18.22558923,2.3,8.3161776,2.191582492,35,8
5730,Spotify,Winter Deals,Sales,YouTube,Text,21-10-2024,6077,3543,652,885.03,Tablet,UK,High Intent,0.25,145.64,0.583017936,0.184024838,3.849162375,18.40248377,5.425727412,7,4.003254127,1.35532925,43,10
5731,Meesho App,Brand Awareness Push,Engagement,LinkedIn,Video,13-02-2024,83321,1864,1137,996.68,Desktop,USA,Returning Users,0.53,11.96,0.022371311,0.609978541,1.835874404,60.99785408,1.637961336,1.8,1.870209094,0.875817223,7,2
5732,Paytm,End of Season Sale,Leads,Pinterest,Video,24-06-2024,9193,9775,1050,795.9,Mobile,Germany,Cold Audience,0.08,86.58,1.063309039,0.10741688,10.9382868,10.74168798,9.300666032,3.12,12.28169368,0.757278782,26,6
5733,PhonePe,Brand Awareness Push,Brand Building,LinkedIn,Text,26-01-2024,49675,7039,949,264.46,Tablet,Canada,Lookalike Audience,0.04,5.32,0.141701057,0.134820287,21.02135284,13.4820287,7.409473684,6.43,26.61650155,0.278378947,4,1
5734,Amazon,Cyber Monday Deals,Leads,YouTube,Image,28-08-2024,62633,1050,1805,316.32,Mobile,India,Lookalike Audience,0.3,5.05,0.016764326,1.719047619,3.212777676,171.9047619,0.581395349,7.79,3.319423369,0.175149502,35,8
5735,Walmart,Festival Discount Drive,Awareness,Instagram,Video,29-02-2024,7253,706,934,225.42,Desktop,Canada,Cold Audience,0.32,31.08,0.097339032,1.322946176,3.036820372,132.2946176,0.755080214,6.76,3.131931506,0.241090909,9,2
5736,Target,Festival Discount Drive,Leads,Google,Video,27-06-2024,39577,2619,1389,214.47,Tablet,Australia,Lookalike Audience,0.08,5.42,0.066174798,0.530355097,10.88257292,53.03550974,1.884172662,2.27,12.21149811,0.154294964,26,6
5737,eBay,Lead Generation Boost,Awareness,Google,Text,16-09-2024,78201,3111,553,597.14,Mobile,Australia,Cold Audience,0.19,7.64,0.0397821,0.177756348,4.951850378,17.77563484,5.615523466,1.99,5.20983354,1.077870036,38,9
5738,AliExpress,Lead Generation Boost,Brand Building,Google,Image,02-03-2024,9833,4076,823,139.24,Tablet,UK,High Intent,0.03,14.16,0.414522526,0.201913641,22.64444444,20.19136408,4.946601942,6.05,29.27319736,0.168980583,9,3
5739,Alibaba,End of Season Sale,Remarketing,Google,Image,02-07-2024,99090,3804,1398,753.09,Mobile,Canada,Returning Users,0.2,7.6,0.038389343,0.367507886,4.808312161,36.75078864,2.719085061,6.02,5.051189101,0.538305933,27,7
5740,Etsy,Black Friday Campaign,Sales,Facebook,Text,07-11-2024,38235,5539,1412,468.44,Tablet,USA,Cold Audience,0.08,12.25,0.144867268,0.254919661,10.5740412,25.49196606,3.920028309,3.32,11.82435317,0.331521585,45,11
5741,Shopee,New Product Launch,Engagement,YouTube,Carousel,24-02-2024,45046,3359,407,110.62,Tablet,Australia,Cold Audience,0.03,2.46,0.074568219,0.121167014,23.29242078,12.1167014,8.232843137,5.49,30.36521425,0.271127451,8,2
5742,Rakuten,End of Season Sale,Sales,Pinterest,Text,27-09-2024,37959,9454,1203,348.65,Tablet,Germany,New Users,0.04,9.18,0.249058194,0.127247726,21.33170875,12.72477258,7.852159468,3.45,27.11601893,0.289576412,39,9
5743,Flipkart,App Install Drive,Leads,Facebook,Story,21-03-2024,3220,9062,1333,789.2,Tablet,UK,New Users,0.09,245.09,2.814285714,0.147097771,10.29983406,14.70977709,6.793103448,1.88,11.48251394,0.591604198,12,3
5744,Myntra,Brand Awareness Push,Sales,Google,Video,27-01-2024,86620,6800,795,265.62,Mobile,USA,Cold Audience,0.04,3.07,0.07850381,0.116911765,20.38247107,11.69117647,8.542713568,2.18,25.60048189,0.333693467,4,1
5745,Ajio,Flash Sale Weekend,Brand Building,Instagram,Carousel,20-04-2024,83230,2173,50,154.62,Tablet,UK,Lookalike Audience,0.07,1.86,0.026108374,0.023009664,12.32208676,2.300966406,42.60784314,4.67,14.05380934,3.031764706,16,4
5746,Meesho,Brand Awareness Push,Awareness,Facebook,Image,17-03-2024,2500,6419,716,254.18,Desktop,Australia,High Intent,0.04,101.67,2.5676,0.111543854,20.16207557,11.15438542,8.952580195,5.85,25.25375718,0.354504881,11,3
5747,Nykaa,Spring Collection Launch,Remarketing,Google,Carousel,25-10-2024,81286,5883,1815,821.68,Desktop,USA,Returning Users,0.14,10.11,0.072374087,0.308516063,6.681355124,30.85160632,3.239537445,1.59,7.159721546,0.45246696,43,10
5748,Tata Cliq,App Install Drive,Leads,Pinterest,Text,19-07-2024,2987,9200,566,20.31,Tablet,Australia,Returning Users,0,6.8,3.080013391,0.061521739,81.91612501,6.152173913,16.22574956,6.48,452.9788282,0.035820106,29,7
5749,H&M,Holiday Sale Blast,Remarketing,LinkedIn,Story,17-05-2024,33405,4904,875,899.61,Mobile,India,Cold Audience,0.18,26.93,0.146804371,0.178425775,5.169451326,17.84257749,5.598173516,2.13,5.451251098,1.026952055,20,5
5750,Zara,Flash Sale Weekend,Engagement,Facebook,Text,12-04-2024,6189,7891,42,918.55,Tablet,USA,New Users,0.12,148.42,1.275004039,0.005322519,7.911094179,0.532251933,183.5116279,5.92,8.590713625,21.36162791,15,4
5751,Marks & Spencer,Flash Sale Weekend,Leads,Instagram,Story,20-02-2024,8436,9353,1950,472.1,Tablet,Germany,New Users,0.05,55.96,1.108700806,0.208489255,16.53554444,20.84892548,4.79395182,2.18,19.81148062,0.241978473,8,2
5752,Uniqlo,Flash Sale Weekend,Remarketing,YouTube,Story,25-01-2024,31650,3391,1701,680.46,Mobile,UK,New Users,0.2,21.5,0.1071406,0.50162194,4.746839873,50.16219404,1.992361927,2.21,4.983393587,0.399800235,4,1
5753,Gap,Holiday Sale Blast,Engagement,YouTube,Text,18-06-2024,61689,8746,1279,261.69,Mobile,UK,Cold Audience,0.03,4.24,0.141775681,0.14623828,25.0494057,14.62382804,6.8328125,9.47,33.42122359,0.204445313,25,6
5754,Adidas,Holiday Sale Blast,Awareness,LinkedIn,Story,11-11-2024,4607,3317,353,228.17,Tablet,Canada,Returning Users,0.07,49.53,0.719991318,0.106421465,12.69227826,10.64214652,9.370056497,5.8,14.53740632,0.644548023,46,11
5755,Nike,Summer Clearance,Sales,Pinterest,Story,29-06-2024,41932,7343,381,569.96,Mobile,Canada,Returning Users,0.08,13.59,0.175116856,0.05188615,11.41298435,5.188615007,19.22251309,3.65,12.88336024,1.492041885,26,6
5756,Puma,Flash Sale Weekend,Awareness,Google,Image,10-02-2024,73683,9676,1072,635.23,Mobile,USA,Returning Users,0.07,8.62,0.1313193,0.110789582,13.21875982,11.07895825,9.017707363,5.46,15.23227807,0.592013048,6,2
5757,Levis,Flash Sale Weekend,Brand Building,Google,Image,21-09-2024,65570,6020,1564,494.24,Mobile,Germany,Cold Audience,0.08,7.54,0.091810279,0.259800664,10.85780247,25.98006645,3.846645367,8.34,12.18031725,0.315808307,38,9
5758,Sephora,Spring Collection Launch,Awareness,Google,Carousel,29-08-2024,25920,866,401,354.24,Tablet,Australia,New Users,0.41,13.67,0.033410494,0.463048499,2.386332323,46.30484988,2.154228856,9.54,2.44467028,0.88119403,35,8
5759,Loreal,New Product Launch,Brand Building,Google,Story,07-06-2024,83848,7997,848,166.69,Mobile,India,Returning Users,0.02,1.99,0.095374964,0.106039765,32.42114652,10.60397649,9.419316843,7.38,47.97528346,0.196336867,23,6
5760,Maybelline,Flash Sale Weekend,Leads,Pinterest,Text,12-01-2024,49292,4465,136,327.03,Tablet,Germany,Returning Users,0.07,6.63,0.09058265,0.030459127,12.01302195,3.045912654,32.59124088,3.07,13.65318167,2.387080292,2,1
5761,MAC Cosmetics,Back to School Promo,App Installs,Google,Video,12-11-2024,58076,8707,137,348.66,Desktop,Canada,Cold Audience,0.04,6,0.149924237,0.015734467,19.98255801,1.573446652,63.0942029,4.81,24.97275283,2.526521739,46,11
5762,The Body Shop,Back to School Promo,Leads,YouTube,Story,11-07-2024,86472,2679,327,500.03,Desktop,UK,Lookalike Audience,0.19,5.78,0.030981127,0.12206047,5.085228351,12.20604703,8.167682927,4.25,5.357678539,1.524481707,28,7
5763,Apple,Flash Sale Weekend,Traffic,Google,Video,14-09-2024,95884,1901,1375,945.2,Desktop,Australia,New Users,0.5,9.86,0.01982604,0.723303524,1.971562212,72.33035245,1.381540698,3.77,2.011214558,0.686918605,37,9
5764,Samsung,New Product Launch,Traffic,Instagram,Video,17-12-2024,18041,7613,370,374.6,Desktop,Germany,Cold Audience,0.05,20.76,0.42198326,0.048601077,16.89037783,4.86010771,20.52021563,7,20.32301121,1.009703504,51,12
5765,Dell,Festival Discount Drive,App Installs,Google,Story,14-05-2024,61995,5207,1749,447.55,Mobile,India,Lookalike Audience,0.09,7.22,0.083990644,0.335893989,10.42192066,33.58939889,2.975428571,1.67,11.63445425,0.255742857,20,5
5766,HP,Winter Deals,Awareness,Facebook,Image,20-12-2024,98313,2335,922,286.36,Tablet,USA,High Intent,0.12,2.91,0.023750674,0.394860814,7.539310968,39.48608137,2.52979415,4.22,8.154071798,0.310249187,51,12
5767,Sony,Black Friday Campaign,Conversions,Facebook,Video,10-10-2024,89793,6462,122,588.23,Tablet,India,High Intent,0.09,6.55,0.071965521,0.018879604,9.898138929,1.887960384,52.53658537,2.37,10.98549887,4.782357724,41,10
5768,Lenovo,Flash Sale Weekend,Conversions,Instagram,Story,17-08-2024,26599,7513,289,462.24,Tablet,USA,New Users,0.06,17.38,0.282454228,0.038466658,13.98105588,3.846665779,25.90689655,5.71,16.25346141,1.593931034,33,8
5769,Xiaomi,Summer Clearance,Leads,Google,Story,05-01-2024,97657,9365,1981,834.08,Tablet,Canada,Lookalike Audience,0.09,8.54,0.095896864,0.211532301,10.09453181,21.15323011,4.725025227,8.36,11.22793977,0.420827447,1,1
5770,Vivo,Holiday Sale Blast,Conversions,YouTube,Text,02-06-2024,32569,2826,1915,148.96,Mobile,Germany,Lookalike Audience,0.05,4.57,0.086769628,0.677636235,15.94628146,67.7636235,1.474947808,4.86,18.97153598,0.077745303,22,6
5771,OnePlus,Back to School Promo,Brand Building,Pinterest,Image,25-02-2024,80093,5060,1935,738.65,Mobile,Australia,Returning Users,0.15,9.22,0.063176557,0.382411067,6.411149826,38.24110672,2.613636364,8.09,6.850335071,0.381534091,8,2
5772,Realme,Brand Awareness Push,Remarketing,Pinterest,Carousel,09-10-2024,41753,9031,1061,718.33,Desktop,India,New Users,0.08,17.2,0.216295835,0.117484221,11.16813415,11.7484221,8.503766478,9.7,12.57221611,0.676393597,41,10
5773,Swiggy,Back to School Promo,Traffic,YouTube,Image,19-04-2024,58878,5185,168,34.02,Desktop,USA,Returning Users,0.01,0.58,0.088063453,0.032401157,60.38197275,3.240115718,30.68047337,5.26,152.4103469,0.201301775,16,4
5774,Zomato,Cyber Monday Deals,Sales,Pinterest,Image,26-03-2024,97729,6261,1588,802.46,Desktop,Australia,New Users,0.13,8.21,0.064064914,0.253633605,7.23756459,25.36336049,3.940213971,9.74,7.802258056,0.50500944,13,3
5775,Uber,Festival Discount Drive,Awareness,LinkedIn,Image,11-02-2024,81206,5821,912,950.52,Tablet,India,Returning Users,0.16,11.71,0.071681895,0.156674111,5.770622466,15.6674111,6.375684556,4.53,6.124016328,1.04109529,6,2
5776,Ola,Diwali Mega Offers,Remarketing,YouTube,Carousel,17-10-2024,62201,8699,673,944.73,Tablet,Germany,New Users,0.11,15.19,0.139853057,0.077365214,8.431551196,7.736521439,12.90652819,7.61,9.20792184,1.401676558,42,10
5777,Blinkit,New Product Launch,Engagement,YouTube,Text,26-01-2024,5184,6717,1924,403.44,Mobile,India,Cold Audience,0.06,77.82,1.295717593,0.286437398,14.27296488,28.64373976,3.489350649,8.25,16.64931588,0.209579221,4,1
5778,BigBasket,Lead Generation Boost,App Installs,Facebook,Story,08-08-2024,22100,2797,1452,616.67,Desktop,USA,Cold Audience,0.22,27.9,0.126561086,0.519127637,4.338855795,51.91276368,1.924982794,9.36,4.535651159,0.424411562,32,8
5779,Spotify,Festival Discount Drive,Engagement,Google,Video,22-12-2024,3479,8013,464,965.74,Mobile,UK,Cold Audience,0.12,277.59,2.30324806,0.057905903,7.661564057,5.790590291,17.23225806,3.37,8.297264274,2.076860215,51,12
5780,Meesho App,Brand Awareness Push,Sales,Facebook,Video,22-09-2024,89000,74,310,929.22,Desktop,UK,High Intent,12.56,10.44,0.000831461,4.189189189,0.079573315,418.9189189,0.237942122,7.12,0.079636685,2.987845659,38,9
5781,Paytm,Black Friday Campaign,Awareness,LinkedIn,Text,03-09-2024,13559,312,650,993.15,Mobile,India,Returning Users,3.18,73.25,0.023010547,2.083333333,0.313168117,208.3333333,0.479262673,2.75,0.314151941,1.525576037,36,9
5782,PhonePe,Back to School Promo,Leads,Pinterest,Image,26-02-2024,56830,3457,498,848.92,Mobile,UK,Lookalike Audience,0.25,14.94,0.060830547,0.144055539,3.912890921,14.40555395,6.927855711,3.44,4.072232955,1.701242485,9,2
5783,Amazon,Summer Clearance,Traffic,Google,Story,11-05-2024,17758,1346,690,784.63,Tablet,USA,Returning Users,0.58,44.18,0.075796824,0.512630015,1.686526582,51.26300149,1.947901592,3.88,1.715458241,1.135499276,19,5
5784,Walmart,New Product Launch,App Installs,Google,Text,18-08-2024,47134,930,1077,302.77,Desktop,Germany,Returning Users,0.33,6.42,0.01973098,1.158064516,2.980100618,115.8064516,0.86270872,9.26,3.071638538,0.280862709,33,8
5785,Target,Winter Deals,Sales,Facebook,Image,22-04-2024,39918,4166,1873,696.4,Desktop,Canada,Lookalike Audience,0.17,17.45,0.104363946,0.449591935,5.644527545,44.95919347,2.223052295,3.33,5.982194141,0.371611526,17,4
